phase	source	target_crate	target	operation	preparation	source_sha256	declared_types
05	database/src/repository/supplier/bundle/mod.rs	erp-supplier	crates/erp-supplier/src/repository/supplier/bundle/mod.rs	move-with-owned-repositories	01	2c2be8f31abaab8382e9d861f5f7d532c80336af533050c025bc46420dff15bd	SupplierQualificationHealthFilter,QualificationConstraintKind,SupplierListSearchInput,SupplierListBundle,SupplierDetailBundle
05	database/src/repository/supplier/bundle/proc_supplier_io_mongo_tests.rs	erp-supplier	crates/erp-supplier/src/repository/supplier/bundle/proc_supplier_io_mongo_tests.rs	move-with-owned-repositories	01	903d3845f3f60063ec7c5913366be41b93d05a98e29607dcbd93138c6027ca3c	-
05	database/src/repository/supplier/bundle/tests.rs	erp-supplier	crates/erp-supplier/src/repository/supplier/bundle/tests.rs	move-with-owned-repositories	01	16fa206a4e75a3949ae59dbd9d1a8e06be42aac10c080586c11ae0b73369b578	-
05	database/src/repository/supplier/capability.rs	erp-supplier	crates/erp-supplier/src/repository/supplier/capability.rs	move-with-owned-repositories	01	572823e1b4194d64e895a1a46f2a74079df7f7a3bd4b017c58e9175551f55282	SupplierCapabilityFilter
05	database/src/repository/supplier/command.rs	erp-supplier	crates/erp-supplier/src/repository/supplier/command.rs	move-with-owned-repositories	01	12063691ab90baf8bc240dc49223cc563ebc30530f1fa5dfc64a7da8140c1d8c	-
05	database/src/repository/supplier/qualification.rs	erp-supplier	crates/erp-supplier/src/repository/supplier/qualification.rs	move-with-owned-repositories	01	58adb3fb3a352918a5c02b7151d6a64415d704904d09319e42e0cbcc658f0746	SupplierQualificationFilter
05	database/src/repository/supplier/revision.rs	erp-supplier	crates/erp-supplier/src/repository/supplier/revision.rs	move-with-owned-repositories	01	624f7c598f20c3c6af6badcc5b8ac4426bea0760c95a4426b15d0c601c89d5db	SupplierCommercialProfileFilter,RevisionNoRow
16	database/src/repository/supplier_api.rs	erp-supply	crates/erp-supply/src/repository/supplier_api.rs	move-with-owned-repositories	01	58dc71bef7c780bee1ebbe5dc7d5ea2836915894f0bbfe4876fb3bef0ef9099e	SupplierApiConnectionRow,SupplierApiConnectionFilter,SupplierApiCapabilityRow,SupplierApiCapabilityFilter,SupplierConnectionImpact,SupplierApiGovernanceData,SupplierApiRepository,OfferingRevisionRow
16	database/src/repository/supplier_api/capability_change_batch.rs	erp-supply	crates/erp-supply/src/repository/supplier_api/capability_change_batch.rs	move-with-owned-repositories	01	916924340b854d0e61481476c50f893ad1fc2f4fc611c70c3fec08c32f3a6905	-
16	database/src/repository/supplier_fulfillment.rs	erp-supply	crates/erp-supply/src/repository/supplier_fulfillment.rs	move-with-owned-repositories	01	ee51d534214a0f1d710914e30c5cae2fd8a12903ebcbe7888bf2885cbaf2f44e	SupplierFulfillmentOrderRow,SupplierFulfillmentOrderFilter,RefundFinancialSnapshot,SupplierRefundFactBundle,AmountTotalRow,SupplierFulfillmentRepository
16	database/src/repository/supplier_offering.rs	erp-supply	crates/erp-supply/src/repository/supplier_offering.rs	move-with-owned-repositories	01	27190e9c3e0defebe551c60163545203802cde86fe6d2abd22e6ea2e7648d26e	SupplierOfferingRow,SupplierOfferingFilter,SupplierOfferingDisplayEntities,SupplierOfferingRepository
16	database/src/repository/supplier_offering/list_filter.rs	erp-supply	crates/erp-supply/src/repository/supplier_offering/list_filter.rs	move-with-owned-repositories	01	a4a383199ab7dea216f77e81ee55648dbbc866110b64e0e361a676d07cbda032	SupplierOfferingListQuery,SupplierOfferingListBundle
16	database/src/repository/supplier_offering/query.rs	erp-supply	crates/erp-supply/src/repository/supplier_offering/query.rs	move-with-owned-repositories	01	069254ed83d9ee6b408373f249b6a62318cd258a14f7aa66b073a9085b56e5b8	-
16	database/src/repository/supplier_settlement/command.rs	erp-supply	crates/erp-supply/src/repository/supplier_settlement/command.rs	move-with-owned-repositories	01	61c52fcacdace45708b1ef5071f6724f69396f0d4fdfe55a2f0b1e563f03fab5	SupplierSettlementRepository
16	database/src/repository/supplier_settlement/detail_snapshot.rs	erp-supply	crates/erp-supply/src/repository/supplier_settlement/detail_snapshot.rs	move-with-owned-repositories	01	48a3ca9fb3b714a154aeb83e6b5c35b72e7206ab44a604ec9c07ad656b7e7ffc	SupplierSettlementStatementDetailSnapshot
16	database/src/repository/supplier_settlement/difference.rs	erp-supply	crates/erp-supply/src/repository/supplier_settlement/difference.rs	move-with-owned-repositories	01	0add840911e3e4e4d38120d0f748a02f77e528711087b254476f9d4986719a09	SupplierSettlementDifferenceRow,SupplierSettlementDifferenceFilter
16	database/src/repository/supplier_settlement/item.rs	erp-supply	crates/erp-supply/src/repository/supplier_settlement/item.rs	move-with-owned-repositories	01	ab4c807f83fac63df3eb267df82fde763ca7510c98d076d39e4336b840148b9d	SupplierSettlementItemRow,SupplierSettlementItemFilter
16	database/src/repository/supplier_settlement/mod.rs	erp-supply	crates/erp-supply/src/repository/supplier_settlement/mod.rs	move-with-owned-repositories	01	9c2937464efacf87904e20d33921e27d191bf63c256d097ec64fc7dd92753953	-
16	database/src/repository/supplier_settlement/projection.rs	erp-supply	crates/erp-supply/src/repository/supplier_settlement/projection.rs	move-with-owned-repositories	01	c72d091919bd765403f1d0aace22c532870858aaaf0b8dffe41fda3773d9758b	-
16	database/src/repository/supplier_settlement/source_scope.rs	erp-supply	crates/erp-supply/src/repository/supplier_settlement/source_scope.rs	move-with-owned-repositories	01	45ac102763c6aa61909c010180c99533dd0390cd483070deb17886c3f78b2a51	SupplierSettlementSourceScope
16	database/src/repository/supplier_settlement/statement.rs	erp-supply	crates/erp-supply/src/repository/supplier_settlement/statement.rs	move-with-owned-repositories	01	90780ed8937ddeb0c74394ec1a4804f0e7df832543577d60bb033fca2dbbced1	SupplierSettlementStatementRow,SupplierSettlementNoRow,SupplierSettlementStatementFilter,SupplierSettlementStatementStatsRow
16	database/src/repository/supplier_settlement/tests.rs	erp-supply	crates/erp-supply/src/repository/supplier_settlement/tests.rs	move-with-owned-repositories	01	5f8787f71cd8d2b8a196eb8c24f6bebdbc8ef648bd60b149bd4c999bdfd9c8d8	-
06	database/src/repository/warehouse.rs	erp-warehouse	crates/erp-warehouse/src/repository/warehouse.rs	move-with-owned-repositories	01	74042e9281f244ac7cbf531c0df8aa91886c1f3fe557cb959d964f508cfe0637	WarehouseRow,WarehouseFilter,WarehouseRevisionRow,WarehouseRevisionFilter,WarehouseSkuPolicyRow,WarehouseSkuPolicyFilter,WarehouseRepository
03	database/src/repository/work_item.rs	erp-workflow	crates/erp-workflow/src/repository/work_item.rs	move-with-owned-repositories	01	36f7b9367c6a0846791013811e6fe86420f934164247690b2f850a2d2a11966c	WorkItemRow,WorkItemFilter
03	database/src/repository/work_item/approval.rs	erp-workflow	crates/erp-workflow/src/repository/work_item/approval.rs	move-with-owned-repositories	01	0f49af0e64479f7190a2913dd350ca6ebff02c7314b8ca6ec6dc465da94f4290	DocumentApprovalWorkItemCursor,DocumentApprovalWorkItemPage,DocumentApprovalWorkItemIntegrityConflict,DocumentApprovalWorkItemFacet,DocumentApprovalWorkItemCount,DocumentApprovalDuplicateExecution,DocumentApprovalDuplicateInstance
03	database/src/repository/work_item/finance.rs	erp-workflow	crates/erp-workflow/src/repository/work_item/finance.rs	move-with-owned-repositories	01	2fa467a87e6cc3cc07ce8ce66ce04f6f6bd6adef766e845d491cf985bd5da4d2	-
03	database/src/repository/work_item/fulfillment.rs	erp-workflow	crates/erp-workflow/src/repository/work_item/fulfillment.rs	move-with-owned-repositories	01	750897fca86c63ce3a01fbff6e0b5d071165164c97caf68b10643f6cae41bf9c	-
03	database/src/repository/work_item/integration_task_binding.rs	erp-workflow	crates/erp-workflow/src/repository/work_item/integration_task_binding.rs	move-with-owned-repositories	01	a9a637e703bd6d515b2e1fbd909404e13c085d39f4ab005eb643f36aa8b96108	-
03	database/src/repository/work_item/mapping_task.rs	erp-workflow	crates/erp-workflow/src/repository/work_item/mapping_task.rs	move-with-owned-repositories	01	3936835c06d0c7a20ab29e218d2b79449c9a07163a0f78c74a4e05881980637d	-
03	database/src/repository/work_item/query.rs	erp-workflow	crates/erp-workflow/src/repository/work_item/query.rs	move-with-owned-repositories	01	736e1be342fdc4ce84429190d6c6127d8880a2cdb6d4b7ff12ffb91c3a247484	-
03	database/src/repository/work_item_fulfillment_queue.rs	erp-read-models	crates/erp-read-models/src/fulfillment_queue/repository.rs	split-own-read-repository	01	4d4c2502b458f4b46d87eb305b7a650a6fad990e6ae31c9244b16b26f691b9bd	FulfillmentQueueFilter,FulfillmentQueueItemRow,FulfillmentQueueMetricRow,FulfillmentQueueWarehouseRow,FulfillmentQueueRepositoryPage,CountRow,FulfillmentQueueFacetRow
01	database/src/transaction.rs	persistence-core	crates/persistence-core/src/transaction.rs	move		3fa042ed3d5baaa9914f55566fd961c40d58ebcd9a7f58f0e67497bdabdb47ed	CommitErrorAction,Transactional
02	entities/src/access_control/audit_event.rs	erp-identity	crates/erp-identity/src/entity/access_control/audit_event.rs	move-with-symbol-splits		b1dac411b86ba17a734332175019a2669e46eb81ed28d3457049cee0ad0fb791	AuditEventResult,AuditEventData,AuditEvent
02	entities/src/access_control/data_scope.rs	erp-identity	crates/erp-identity/src/entity/access_control/data_scope.rs	move-with-symbol-splits		aa93b5178f04d2cffe3b78b9f937199408f195911821b398ed96ff55377e169b	DataScopeSubjectType,DataScopeType,DataScopeData,DataScope
02	entities/src/access_control/mod.rs	erp-identity	crates/erp-identity/src/entity/access_control/mod.rs	move-with-symbol-splits		b2154ce64052c3456c9197f93f77f04a6c61ecda4ea90a206b089a96a2e1da72	-
02	entities/src/access_control/permission.rs	erp-identity	crates/erp-identity/src/entity/access_control/permission.rs	move-with-symbol-splits		0846e45cdebe3853f71808e964a84ed4a4d7b9193dd2d30344fad23b222b4bf3	PermissionData,PermissionUpdate,Permission
02	entities/src/access_control/responsibility_scope.rs	erp-identity	crates/erp-identity/src/entity/access_control/responsibility_scope.rs	move-with-symbol-splits		095a1c03e8da0942e2c1f74c4e5b46dca1ebc57c6e12bc6e0d38f11d08980d8a	OrganizationCoverage,ResponsibilityScopeSet
02	entities/src/access_control/user_role.rs	erp-identity	crates/erp-identity/src/entity/access_control/user_role.rs	move-with-symbol-splits		2de15c4ab77d852c9f1f8a7b5c753a4f23e1203155e8f135475b8cc82d1a5d11	UserRoleData,UserRoleRevokeData,UserRole
02	entities/src/account_core.rs	erp-identity	crates/erp-identity/src/entity/account_core.rs	move-with-symbol-splits		73ebc785d8c55d43b5de2d34a9ad96a5b000111d783402520f6b50b7f42bbacd	InvalidAccountKind,AccountKind,Error,AccountStatus,AccountCoreData,AccountCoreUpdate,AccountCore
03	entities/src/approval_integration/action_policy.rs	erp-workflow	crates/erp-workflow/src/entity/approval_integration/action_policy.rs	move-with-symbol-splits		0adae60b818c3049cfd3eb38cab20feca10b69e213bfc20cd94b066227974b95	ApprovalDomainAction
03	entities/src/approval_integration/identity.rs	erp-workflow	crates/erp-workflow/src/entity/approval_integration/identity.rs	move-with-symbol-splits		b4e93fc0d0bf235a715ab5059de53389b63d6f85a74eb737b1bee9d9ac6df4be	-
03	entities/src/approval_integration/mod.rs	erp-workflow	crates/erp-workflow/src/entity/approval_integration/mod.rs	move-with-symbol-splits		5691b2287822967327d2f752ee64bcf36c77478c381b55e010c6ad148c32ddbc	-
03	entities/src/approval_integration/notification_outbox.rs	erp-workflow	crates/erp-workflow/src/entity/approval_integration/notification_outbox.rs	move-with-symbol-splits		86fa511dee42fbbe58746786250549c9c3f0adec92d537802af8af2c24b5d570	ApprovalNotificationEventKind,ApprovalNotificationDeliveryStatus,ApprovalNotificationTemplateParams,ApprovalNotificationOutbox
03	entities/src/approval_integration/subject_snapshot.rs	erp-workflow	crates/erp-workflow/src/entity/approval_integration/subject_snapshot.rs	move-with-symbol-splits		7cab6bc03fbf32ce2f2c79052fd569974843355087659dbeb0de5abb2250318a	ApprovalSubjectCounterparty,ApprovalSubjectSnapshotPayload,ApprovalSubjectSnapshot
02	entities/src/audit_log.rs	erp-audit	crates/erp-audit/src/entity/audit_log.rs	move-with-symbol-splits		9191b77eaf23b34d016a7dea2bd345c24aa74b587ac9f14e59d7f21ae11829b7	AuditLogData,AuditLog
02	entities/src/auth/mod.rs	erp-identity	crates/erp-identity/src/entity/auth/mod.rs	move-with-symbol-splits		7522945faf928e3010c8ef9fde8ad3a27a058aa6516aa4d2e9f95fb43fb7ff91	-
02	entities/src/auth/secret.rs	erp-identity	crates/erp-identity/src/entity/auth/secret.rs	move-with-symbol-splits		3371acc939149e1a2b4eda217602455e1c35ee72eeedcdbd89e23b283878babe	PasswordVerification,LoginAccount,Error,Secret
04	entities/src/bulk_job/aggregate.rs	erp-support	crates/erp-support/src/entity/bulk_job/aggregate.rs	move-with-symbol-splits		1b53baddb1bc310e80cc3da3d4d873c24632bdd7f0c3559e460c93f8fb678bb6	BulkSelectionSnapshotAggregateData,BulkSelectionItemDraft,BulkSelectionSnapshotAggregate,BackgroundJobAggregateData,BackgroundJobItemDraft,BackgroundJobAggregate
04	entities/src/bulk_job/background_job.rs	erp-support	crates/erp-support/src/entity/bulk_job/background_job.rs	move-with-symbol-splits		4783a5642ace9d76f647e5ec958e2e0ff3311e07ce9a8b75920086baab619d02	JobType,JobStatus,BackgroundJobData,JobUpdate,BackgroundJob
04	entities/src/bulk_job/background_job_item.rs	erp-support	crates/erp-support/src/entity/bulk_job/background_job_item.rs	move-with-symbol-splits		ab413f031c38b07b7a797c6a7efafcc835f11418033af4de49d2a8a4ab44cb16	ItemStatus,BackgroundJobItemData,BackgroundJobItem
04	entities/src/bulk_job/bulk_selection_item.rs	erp-support	crates/erp-support/src/entity/bulk_job/bulk_selection_item.rs	move-with-symbol-splits		6e4a0cd060d87c1dac284aecb1756bf614984dedefd39544391b817a7da7568a	SelectionItemStatus,BulkSelectionItemData,BulkSelectionItem
04	entities/src/bulk_job/bulk_selection_snapshot.rs	erp-support	crates/erp-support/src/entity/bulk_job/bulk_selection_snapshot.rs	move-with-symbol-splits		5b9e1ac175f3e214d87640d9a93611e21fe8c4504721c72182b5117ab4c444b4	SelectionType,SelectionStatus,BulkSelectionSnapshotData,BulkSelectionSnapshot
04	entities/src/bulk_job/import_result_batch.rs	erp-support	crates/erp-support/src/entity/bulk_job/import_result_batch.rs	move-with-symbol-splits		aae0d08a4554f4832e6dfff9af3f1eeaf261f9f9e2ac74ab1ab4f4167ea5c6b5	-
04	entities/src/bulk_job/legacy_import_job.rs	erp-support	crates/erp-support/src/entity/bulk_job/legacy_import_job.rs	move-with-symbol-splits		83ce2e954445459b0f6c1c93ad4d089f687c5cf7cf9af8c3fd8c17daf30de257	-
04	entities/src/bulk_job/mod.rs	erp-support	crates/erp-support/src/entity/bulk_job/mod.rs	move-with-symbol-splits		95eef32a4e46a8aa208af529632be3459ef20ce9cae927f8d9d9ed01cbaeb1da	-
04	entities/src/bulk_job/supplier_governance_job.rs	erp-support	crates/erp-support/src/entity/bulk_job/supplier_governance_job.rs	move-with-symbol-splits		9714e72349c346a46ee8bd30055d8fb804f4e2f0f0132703fa5721494e1a6c85	SupplierGovernanceJobKind,SupplierGovernanceJobSpec
06	entities/src/catalog/mod.rs	erp-catalog	crates/erp-catalog/src/entity/catalog/mod.rs	move-with-symbol-splits		1dabdb5602de58abb2ffbd4cb243cdb152328ca63700a1b774483f0a7a5574fd	-
06	entities/src/catalog/product.rs	erp-catalog	crates/erp-catalog/src/entity/catalog/product.rs	move-with-symbol-splits		88098a1f52f4884c56206edeb12cca3f48b241e1d6262ff4d5b46c0601249fd2	ProductData,ProductUpdate,Product
06	entities/src/catalog/product_brand.rs	erp-catalog	crates/erp-catalog/src/entity/catalog/product_brand.rs	move-with-symbol-splits		1657ee85920a36331080f12545ce9ad4505574a4dd5f7e35b0d513bb263a1413	ProductBrandData,ProductBrandUpdate,ProductBrand
06	entities/src/catalog/product_category.rs	erp-catalog	crates/erp-catalog/src/entity/catalog/product_category.rs	move-with-symbol-splits		a582ddc32ac63232432614cd42c42f898835129df31d18cf5da22c472015801c	ProductCategoryData,ProductCategoryUpdate,ProductCategory
06	entities/src/catalog/product_category_attribute.rs	erp-catalog	crates/erp-catalog/src/entity/catalog/product_category_attribute.rs	move-with-symbol-splits		47d8abf0bf34dc7be4104afde6333d0f7a9a4dd599e95ad80161f7c182e7e7bc	ProductCategoryAttributeData,ProductCategoryAttributeUpdate,ProductCategoryAttribute
06	entities/src/catalog/product_kind.rs	erp-catalog	crates/erp-catalog/src/entity/catalog/product_kind.rs	move-with-symbol-splits		8f31ad53e275176e997ce02deb4cbe26ef474f771f6b2932aff096dee3ba6de2	ProductKind
06	entities/src/catalog/product_revision.rs	erp-catalog	crates/erp-catalog/src/entity/catalog/product_revision.rs	move-with-symbol-splits		f16878c950422e19d5fb290eafd1b4a80606b0229cdccd245284e9d32cfe6010	ProductRevisionData,ProductRevision
06	entities/src/catalog/product_revision_media.rs	erp-catalog	crates/erp-catalog/src/entity/catalog/product_revision_media.rs	move-with-symbol-splits		c3aa628cc92ca65c3281dc9c573309404fdf07e2c18f38c6ec7cb5c67e06f001	MediaRole,ProductRevisionMediaData,ProductRevisionMedia
06	entities/src/catalog/revision.rs	erp-catalog	crates/erp-catalog/src/entity/catalog/revision.rs	move-with-symbol-splits		c5dc6a141be26d88d13148c601c3403e01582730c4ad25a4105bb6ffa478de5c	-
06	entities/src/catalog/sku.rs	erp-catalog	crates/erp-catalog/src/entity/catalog/sku.rs	move-with-symbol-splits		6654053bef03d73d800e0f9c03e96e11ea8feb2038ff0d867c258ae4d8691537	SkuData,SkuUpdate,SkuEditIdentity,SkuEditAction,SkuEditIdentityError,Sku
06	entities/src/catalog/sku_attribute.rs	erp-catalog	crates/erp-catalog/src/entity/catalog/sku_attribute.rs	move-with-symbol-splits		3142e15737c9972c86bf7348dc93199a1127664ca197eb3015aad0f47bfd4e61	AttributeValueType,SkuAttributeData,SkuAttributeUpdate,SkuAttribute
06	entities/src/catalog/sku_attribute_value.rs	erp-catalog	crates/erp-catalog/src/entity/catalog/sku_attribute_value.rs	move-with-symbol-splits		148eda6d6e2241c04721e1af282f643bd354a763942d9f4441118f33a25b8f86	SkuAttributeValueData,SkuAttributeValueUpdate,SkuAttributeValue
06	entities/src/catalog/sku_revision.rs	erp-catalog	crates/erp-catalog/src/entity/catalog/sku_revision.rs	move-with-symbol-splits		0b16938f69f5e6cd66a6f635fec7fd6eaeab882c622f90cc6783c5382e6c49fe	SkuRevisionData,SkuRevision
06	entities/src/catalog/sku_revision_attribute_value.rs	erp-catalog	crates/erp-catalog/src/entity/catalog/sku_revision_attribute_value.rs	move-with-symbol-splits		7e312512dffec39056da7a69128aa248680e2ffb3ad451ffd0ccce0ef78c8bf5	SkuRevisionAttributeValueData,SkuRevisionAttributeValue
06	entities/src/catalog/specification.rs	erp-catalog	crates/erp-catalog/src/entity/catalog/specification.rs	move-with-symbol-splits		ade893bf9c60b99d2ec1335ac6c36db20a8aced3cdd058d9b18a23bf2a1a1792	SpecSignatureEntry,SpecificationSignatureSet,SpecificationSignatureRead
06	entities/src/catalog/status.rs	erp-catalog	crates/erp-catalog/src/entity/catalog/status.rs	move-with-symbol-splits		909643ce9bd95bcee936901608a8ff52c609d894f5c3b62718301b20ef35d205	EnableStatus,ListingStatus,ProductListingStatus,SkuCoverageStatus
06	entities/src/catalog/unit_of_measure.rs	erp-catalog	crates/erp-catalog/src/entity/catalog/unit_of_measure.rs	move-with-symbol-splits		dbad2eed5a87272f48745f95e4f5d765895c0852f1911f4faa386722e9ed8b2b	UnitOfMeasureData,UnitOfMeasureUpdate,UnitOfMeasure
06	entities/src/catalog/voucher_category_profile_revision.rs	erp-catalog	crates/erp-catalog/src/entity/catalog/voucher_category_profile_revision.rs	move-with-symbol-splits		daec9332d0597de69a63f620662ae7f09724c39c8473f87ebb6a306c3eac86eb	VoucherCategoryProfileRevisionData,VoucherCategoryProfileRevision
06	entities/src/catalog/voucher_defaults.rs	erp-catalog	crates/erp-catalog/src/entity/catalog/voucher_defaults.rs	move-with-symbol-splits		2bc259e9398cb38eb2c81774321eecf5cb99703edec45332bfbd8286740d333d	VoucherCategorySelection,VoucherCatalogDefaults
01	entities/src/command.rs	application-core	crates/application-core/src/command.rs	move		3f438280c12b17cadf3c388fe61f48490fb0220837365c6f689eb4022499b539	CommandFingerprint,CommandIdentity,CommandReceiptFact,CommandReceiptMatch,CommandReceipt,Payload
01	entities/src/common/fact.rs	erp-core	crates/erp-core/src/common/fact.rs	move		3c9d8e6faacacad3f6093184205501097c6dcb35a793f975cb7b3f84f32731ce	FactBase,FactSource
01	entities/src/common/mod.rs	erp-core	crates/erp-core/src/common/mod.rs	move		18335adc019764ed74b0dd025c5fed9913a6b3e9a93a2c5c64f0d4a8386d3430	-
01	entities/src/common/revision.rs	erp-core	crates/erp-core/src/common/revision.rs	move		bac6c065d28021b62139f68caeb228325aed2cab82f24cafca86d501550059e9	RevisionBase
01	entities/src/common/source.rs	erp-core	crates/erp-core/src/common/source.rs	move		1ac430856548dc99640995f958285fd294b5633efa9ed93199b79e6420794dba	SourceType
01	entities/src/common/stable.rs	erp-core	crates/erp-core/src/common/stable.rs	move		3428caa344e655361da3ebe8955811cc9d74f0fec4e2c83c106816d7791fbfd2	StableBase,DemoStatus
01	entities/src/common/state.rs	erp-core	crates/erp-core/src/common/state.rs	move		e54a173d4ebf97309b0171be94dbf7c312e03d6db9dbee29b3be612e0516181e	DocumentState,SourceSystemStatus,OneWay
01	entities/src/common/time.rs	erp-core	crates/erp-core/src/common/time.rs	move		3dc2dc9df082b2e30bfa778b886dfc5e4508c2be79a1575a1668efb3c3dc36f5	BusinessDate,Err,Instant,InstantVisitor,Value,Doc
06	entities/src/contract/contract_revision.rs	erp-contract	crates/erp-contract/src/entity/contract/contract_revision.rs	move-with-symbol-splits		cebd2c399ea6bdef95a99a347fc240928d26471f61d3a35d80f110ec6dc2cd3f	ArchiveSource,ContractRevisionData,ContractRevision
06	entities/src/contract/entity.rs	erp-contract	crates/erp-contract/src/entity/contract/entity.rs	move-with-symbol-splits		c0049bfc094c0a8f01516758dd203359b2698cbabb3a48bb7338ad955a7f87f4	ContractStatus,ContractData,ContractUpdate,Contract
06	entities/src/contract/mod.rs	erp-contract	crates/erp-contract/src/entity/contract/mod.rs	move-with-symbol-splits		80722f25208cddd5ac0a689a576db59d6f3a9f94dd4902e52cbdc7a1d68819b1	-
06	entities/src/contract/snapshot.rs	erp-contract	crates/erp-contract/src/entity/contract/snapshot.rs	move-with-symbol-splits		88b95e1bad1dfc1a0d74aad11ffe2f2a07f17b15b1c17a5619f3042d5c3020eb	CustomerSnapshot,ContractSnapshot,SettlementPartySnapshot,PaymentTermSnapshot,InvoiceRequirementSnapshot
09	entities/src/cost/cost_allocation.rs	erp-finance	crates/erp-finance/src/entity/cost/cost_allocation.rs	move-with-symbol-splits		215f638185a4cd692d2f322a7e62fc5058e307305f62a6f9219fef72797106de	CostAllocationData,CostAllocation
09	entities/src/cost/cost_allocation_set.rs	erp-finance	crates/erp-finance/src/entity/cost/cost_allocation_set.rs	move-with-symbol-splits		3407508d100a1f8e5ff2d2459754ad45073c171c7ca37720c2067a9aa21940e8	CostAllocationLineInput,CostAllocationPlanLine,CostAllocationSet
09	entities/src/cost/cost_entry.rs	erp-finance	crates/erp-finance/src/entity/cost/cost_entry.rs	move-with-symbol-splits		ed5cb5820771e9a30d0b74c09191a4888cb11e7065380eb15d5c0ffaa7800735	CostType,CostStage,CostScope,CostBasis,CostEntryData,CostEntry
09	entities/src/cost/mod.rs	erp-finance	crates/erp-finance/src/entity/cost/mod.rs	move-with-symbol-splits		5bc3ec666709483f670ef23ab9a1fa9463259cb1ce8c9366f571f451f5998c38	-
05	entities/src/customer/assignment_command.rs	erp-customer	crates/erp-customer/src/entity/customer/assignment_command.rs	move-with-symbol-splits		5116172c638880e6da3df1c36696577f7ac0a788b7709a406a153702dcc8ad5e	CustomerAssignmentCommand,AssignCustomerAssignment,EndCustomerAssignment
05	entities/src/customer/customer_account.rs	erp-customer	crates/erp-customer/src/entity/customer/customer_account.rs	move-with-symbol-splits		0a9d524720f61bd6afcb8ee1c8f59722979a0680225731c16f168e301c7c42ee	CustomerAccountStatus,CustomerAccountData,CustomerAccountUpdate,CustomerAccount
05	entities/src/customer/customer_assignment.rs	erp-customer	crates/erp-customer/src/entity/customer/customer_assignment.rs	move-with-symbol-splits		114c94bd58a5f21762717fd531bca9a83ff524156394f1e84581a6e8553fdb83	AssignmentRole,CustomerAssignmentData,CustomerAssignmentUpdate,CustomerAssignment
05	entities/src/customer/customer_profile_command.rs	erp-customer	crates/erp-customer/src/entity/customer/customer_profile_command.rs	move-with-symbol-splits		a907d810fec65059dac491b0fc2850b6d865f11ee3646d8ad2d7c5eaa792e151	CustomerProfileRequestFingerprint,CustomerProfileReplayContext,CustomerProfileCommandResultData,CustomerProfileCommandData,CustomerProfileCommand,SensitiveRequest
05	entities/src/customer/mod.rs	erp-customer	crates/erp-customer/src/entity/customer/mod.rs	move-with-symbol-splits		6b86afd4f61f4a9e249b2e3d27b8c15fa0c5d24f20219d514f6e30e7866afae5	-
05	entities/src/customer/profile_validation.rs	erp-customer	crates/erp-customer/src/entity/customer/profile_validation.rs	move-with-symbol-splits		7f03544234be5478037b376e91798d7cb5315868f16de6b3c316510219bbd49b	CustomerProfileOperation,CustomerProfileRequestShape,CustomerProfileFactKind,CustomerProfileFactInput,CustomerProfileFactSet,Fact
03	entities/src/document_registry/business_document.rs	erp-workflow	crates/erp-workflow/src/entity/document_registry/business_document.rs	move-with-symbol-splits		f9be42782fd2a00add50852c714c8979e5f95cb5f52ae44177095edf6a61805b	DocumentType,ApprovalDefinitionBinding,ApprovalBindingUpgradeError,ApprovalBindingUpgradeInput,BusinessDocumentData,BusinessDocument
03	entities/src/document_registry/document_participant.rs	erp-workflow	crates/erp-workflow/src/entity/document_registry/document_participant.rs	move-with-symbol-splits		24ecdb2ade24599e932e42f4fb8c63396a6bb4a9c808feb3b478d1786291d93d	ParticipantRole,DocumentParticipantData,DocumentParticipant
03	entities/src/document_registry/document_relation.rs	erp-workflow	crates/erp-workflow/src/entity/document_registry/document_relation.rs	move-with-symbol-splits		2fddba208d9b5cf330c32f2d19657385d4606d299ec5461ef62e3fa6bb9ba570	DocumentRelationType,DocumentRelationData,DocumentRelation
03	entities/src/document_registry/mod.rs	erp-workflow	crates/erp-workflow/src/entity/document_registry/mod.rs	move-with-symbol-splits		33a590ce7f836450db44decc1b438ec3265cddcd1b7d631fbb4427981f3cccd6	-
03	entities/src/document_registry/workflow_action.rs	erp-workflow	crates/erp-workflow/src/entity/document_registry/workflow_action.rs	move-with-symbol-splits		3705306e00fe3d11edb400b3a0c537ce4df92600e1d1303e394bfdf1627d8351	WorkflowActionType,ApprovalActionContext,ApprovalBindingActionContext,WorkflowActionData,WorkflowAction
01	entities/src/errors.rs	erp-core	crates/erp-core/src/errors.rs	move		2dcd7e5eb179ccf65f8d89b2e33b28408bfdee4d3dc41f83ada162f6c4fba77b	Error,Result
01	entities/src/field_update.rs	erp-core	crates/erp-core/src/field_update.rs	move		0d2c9de7f7dcadf18ce4d40882f340df9ce5e1d31a33e5a0bb9472ca5c6e37f4	FieldUpdate,SampleUpdate
04	entities/src/file_asset/bank_receipt_evidence_policy.rs	erp-support	crates/erp-support/src/entity/file_asset/bank_receipt_evidence_policy.rs	move-with-symbol-splits		fa4ab675a04b73cb64912e35a18ee83517c135a8f389eb195f8df9a68956c476	BankReceiptEvidencePolicy
