source	line	kind	symbol	visibility
entities/src/fulfillment/service_fulfillment.rs	73	fn	as_str	pub
entities/src/fulfillment/service_fulfillment.rs	85	fn	is_editable	pub
entities/src/fulfillment/service_fulfillment.rs	93	fn	is_confirmable	pub
entities/src/fulfillment/service_fulfillment.rs	101	fn	is_acceptance_eligible	pub
entities/src/fulfillment/service_fulfillment.rs	108	fn	allowed_next	private
entities/src/fulfillment/service_fulfillment.rs	119	struct	ServiceFulfillmentData	pub
entities/src/fulfillment/service_fulfillment.rs	168	struct	ServiceFulfillmentUpdate	pub
entities/src/fulfillment/service_fulfillment.rs	180	struct	ServiceFulfillmentConfirmation	pub
entities/src/fulfillment/service_fulfillment.rs	201	struct	ServiceFulfillmentConfirmationParams	pub
entities/src/fulfillment/service_fulfillment.rs	235	fn	new	pub
entities/src/fulfillment/service_fulfillment.rs	278	struct	ServiceFulfillment	pub
entities/src/fulfillment/service_fulfillment.rs	317	fn	fmt	private
entities/src/fulfillment/service_fulfillment.rs	353	fn	eq	private
entities/src/fulfillment/service_fulfillment.rs	395	fn	recipient_snapshot_fingerprint	pub
entities/src/fulfillment/service_fulfillment.rs	410	fn	service_location_fingerprint	pub
entities/src/fulfillment/service_fulfillment.rs	431	fn	new	pub
entities/src/fulfillment/service_fulfillment.rs	515	fn	registration_context_id	pub
entities/src/fulfillment/service_fulfillment.rs	530	fn	ensure_confirmable	pub
entities/src/fulfillment/service_fulfillment.rs	547	fn	ensure_draft_version	pub
entities/src/fulfillment/service_fulfillment.rs	562	fn	ensure_evidence_present	pub
entities/src/fulfillment/service_fulfillment.rs	580	fn	acceptance_quantity	pub
entities/src/fulfillment/service_fulfillment.rs	594	fn	is_acceptance_eligible	pub
entities/src/fulfillment/service_fulfillment.rs	610	fn	update	pub
entities/src/fulfillment/service_fulfillment.rs	635	fn	apply_confirmation	pub
entities/src/fulfillment/service_fulfillment.rs	660	fn	confirm	pub
entities/src/fulfillment/service_fulfillment.rs	681	fn	reverse	pub
entities/src/fulfillment/service_fulfillment.rs	691	fn	is_editable	pub
entities/src/fulfillment/service_fulfillment.rs	702	fn	ensure_editable	private
entities/src/fulfillment/service_fulfillment.rs	720	fn	ensure_positive_quantity	private
entities/src/fulfillment/service_fulfillment.rs	738	fn	ensure_service_window	private
entities/src/fulfillment/service_fulfillment.rs	755	fn	ensure_binary_service_result	private
entities/src/fulfillment/service_fulfillment.rs	772	fn	require_evidence_attachment_id	private
entities/src/fulfillment/service_fulfillment.rs	789	fn	data	private
entities/src/fulfillment/service_fulfillment.rs	824	fn	new_normalizes_fields_and_drives_state_machine	private
entities/src/fulfillment/service_fulfillment.rs	839	fn	new_rejects_invalid_inputs	private
entities/src/fulfillment/service_fulfillment.rs	876	fn	state_machine_directed_edges	private
entities/src/fulfillment/service_fulfillment.rs	924	fn	confirm_requires_image_evidence_and_stays_idempotent	private
entities/src/fulfillment/service_fulfillment.rs	965	fn	confirmation_quantity_must_match_frozen_allocation	private
entities/src/fulfillment/service_fulfillment.rs	991	fn	confirmation_facts_reject_invalid_inputs	private
entities/src/fulfillment/service_fulfillment.rs	1037	fn	confirmation_and_acceptance_rules_are_entity_owned	private
entities/src/fulfillment/service_fulfillment.rs	1077	fn	sensitive_fingerprints_and_redacted_debug	private
entities/src/fulfillment/service_fulfillment.rs	1105	fn	serde_shapes_and_bson_roundtrip	private
entities/src/fulfillment/service_fulfillment_draft.rs	20	fn	typed_fingerprint	private
entities/src/fulfillment/service_fulfillment_draft.rs	30	struct	ServiceRecipientFingerprint	pub
entities/src/fulfillment/service_fulfillment_draft.rs	46	fn	from_precomputed	pub
entities/src/fulfillment/service_fulfillment_draft.rs	57	fn	as_str	pub
entities/src/fulfillment/service_fulfillment_draft.rs	64	struct	ServiceLocationFingerprint	pub
entities/src/fulfillment/service_fulfillment_draft.rs	80	fn	from_precomputed	pub
entities/src/fulfillment/service_fulfillment_draft.rs	91	fn	as_str	pub
entities/src/fulfillment/service_fulfillment_draft.rs	98	struct	ServiceFulfillmentDraftData	pub
entities/src/fulfillment/service_fulfillment_draft.rs	138	struct	ServiceFulfillmentDraft	pub
entities/src/fulfillment/service_fulfillment_draft.rs	155	fn	build	pub
entities/src/fulfillment/service_fulfillment_draft.rs	191	fn	data	private
entities/src/fulfillment/service_fulfillment_draft.rs	218	fn	build_defaults_to_erp_source	private
entities/src/fulfillment/service_fulfillment_draft.rs	226	fn	window_quantity_and_note_invariants	private
entities/src/fulfillment/service_fulfillment_draft.rs	248	fn	fingerprints_are_distinct_typed_values	private
entities/src/ids.rs	187	id_type	SourceSystemId	macro-generated
entities/src/ids.rs	188	id_type	ExternalIdentityMapId	macro-generated
entities/src/ids.rs	189	id_type	ExternalIdentityTargetId	macro-generated
entities/src/ids.rs	192	id_type	BusinessDocumentId	macro-generated
entities/src/ids.rs	193	id_type	DocumentRelationId	macro-generated
entities/src/ids.rs	194	id_type	DocumentParticipantId	macro-generated
entities/src/ids.rs	195	id_type	WorkflowActionId	macro-generated
entities/src/ids.rs	198	id_type	WorkItemId	macro-generated
entities/src/ids.rs	199	id_type	ApprovalSubjectSnapshotId	macro-generated
entities/src/ids.rs	200	id_type	ApprovalNotificationOutboxId	macro-generated
entities/src/ids.rs	203	id_type	BulkSelectionSnapshotId	macro-generated
entities/src/ids.rs	204	id_type	BulkSelectionItemId	macro-generated
entities/src/ids.rs	205	id_type	BackgroundJobId	macro-generated
entities/src/ids.rs	206	id_type	BackgroundJobItemId	macro-generated
entities/src/ids.rs	209	id_type	FileAssetId	macro-generated
entities/src/ids.rs	210	id_type	DocumentAttachmentId	macro-generated
entities/src/ids.rs	213	id_type	PermissionId	macro-generated
entities/src/ids.rs	214	id_type	UserRoleId	macro-generated
entities/src/ids.rs	215	id_type	DataScopeId	macro-generated
entities/src/ids.rs	216	id_type	AuditEventId	macro-generated
entities/src/ids.rs	219	id_type	PartyId	macro-generated
entities/src/ids.rs	220	id_type	PartyRevisionId	macro-generated
entities/src/ids.rs	221	id_type	PartyContactId	macro-generated
entities/src/ids.rs	222	id_type	PartyAddressId	macro-generated
entities/src/ids.rs	223	id_type	PartyTaxProfileId	macro-generated
entities/src/ids.rs	224	id_type	PartyBankAccountId	macro-generated
entities/src/ids.rs	227	id_type	CustomerAccountId	macro-generated
entities/src/ids.rs	228	id_type	CustomerAssignmentId	macro-generated
entities/src/ids.rs	231	id_type	SupplierAccountId	macro-generated
entities/src/ids.rs	232	id_type	SupplierCommercialProfileRevisionId	macro-generated
entities/src/ids.rs	233	id_type	SupplierCapabilityId	macro-generated
entities/src/ids.rs	234	id_type	SupplierCapabilityRevisionId	macro-generated
entities/src/ids.rs	235	id_type	SupplierQualificationId	macro-generated
entities/src/ids.rs	236	id_type	SupplierQualificationRevisionId	macro-generated
entities/src/ids.rs	237	id_type	SupplierQualificationCapabilityId	macro-generated
entities/src/ids.rs	238	id_type	SupplierRatingRevisionId	macro-generated
entities/src/ids.rs	241	id_type	ProductCategoryId	macro-generated
entities/src/ids.rs	242	id_type	ProductBrandId	macro-generated
entities/src/ids.rs	243	id_type	UnitOfMeasureId	macro-generated
entities/src/ids.rs	244	id_type	SkuAttributeId	macro-generated
entities/src/ids.rs	245	id_type	SkuAttributeValueId	macro-generated
entities/src/ids.rs	246	id_type	ProductCategoryAttributeId	macro-generated
entities/src/ids.rs	247	id_type	ProductId	macro-generated
entities/src/ids.rs	248	id_type	ProductRevisionId	macro-generated
entities/src/ids.rs	249	id_type	ProductRevisionMediaId	macro-generated
entities/src/ids.rs	250	id_type	SkuId	macro-generated
entities/src/ids.rs	251	id_type	SkuRevisionId	macro-generated
entities/src/ids.rs	252	id_type	SkuRevisionAttributeValueId	macro-generated
entities/src/ids.rs	253	id_type	VoucherCategoryProfileRevisionId	macro-generated
entities/src/ids.rs	256	id_type	WarehouseId	macro-generated
entities/src/ids.rs	257	id_type	WarehouseRevisionId	macro-generated
entities/src/ids.rs	258	id_type	WarehouseSkuPolicyId	macro-generated
entities/src/ids.rs	261	id_type	ContractId	macro-generated
entities/src/ids.rs	262	id_type	ContractRevisionId	macro-generated
entities/src/ids.rs	265	id_type	SalesOrderId	macro-generated
entities/src/ids.rs	266	id_type	SalesOrderLineId	macro-generated
entities/src/ids.rs	267	id_type	SalesOrderWorkingCopyId	macro-generated
entities/src/ids.rs	268	id_type	SalesOrderWorkingCopyLineId	macro-generated
entities/src/ids.rs	269	id_type	SalesOrderSubmissionId	macro-generated
entities/src/ids.rs	270	id_type	SalesOrderSubmissionLineId	macro-generated
entities/src/ids.rs	271	id_type	SalesOrderRevisionId	macro-generated
entities/src/ids.rs	272	id_type	SalesOrderRevisionLineId	macro-generated
entities/src/ids.rs	273	id_type	SalesOrderGoodsServiceLineRevisionId	macro-generated
entities/src/ids.rs	274	id_type	SalesOrderVoucherLineRevisionId	macro-generated
entities/src/ids.rs	277	id_type	ProcurementConfirmationId	macro-generated
entities/src/ids.rs	278	id_type	ProcurementConfirmationLineId	macro-generated
entities/src/ids.rs	279	id_type	SalesChangeOrderId	macro-generated
entities/src/ids.rs	280	id_type	SalesChangeSubmissionId	macro-generated
entities/src/ids.rs	281	id_type	SalesChangeSubmissionLineId	macro-generated
entities/src/ids.rs	284	id_type	ProcurementResponsibilityRuleId	macro-generated
entities/src/ids.rs	287	id_type	PurchaseOrderId	macro-generated
entities/src/ids.rs	288	id_type	PurchaseOrderSubmissionId	macro-generated
entities/src/ids.rs	289	id_type	PurchaseOrderSubmissionLineId	macro-generated
entities/src/ids.rs	290	id_type	PurchaseOrderRevisionId	macro-generated
entities/src/ids.rs	291	id_type	PurchaseOrderRevisionLineId	macro-generated
entities/src/ids.rs	292	id_type	PurchaseLineSalesAllocationId	macro-generated
entities/src/ids.rs	293	id_type	PurchaseChangeOrderId	macro-generated
entities/src/ids.rs	294	id_type	PurchaseChangeSubmissionId	macro-generated
entities/src/ids.rs	295	id_type	PurchaseChangeSubmissionLineId	macro-generated
entities/src/ids.rs	298	id_type	PurchaseReceiptId	macro-generated
entities/src/ids.rs	299	id_type	PurchaseReceiptLineId	macro-generated
entities/src/ids.rs	300	id_type	DeliveryId	macro-generated
entities/src/ids.rs	301	id_type	DeliveryLineId	macro-generated
entities/src/ids.rs	302	id_type	ElectronicDeliveryId	macro-generated
entities/src/ids.rs	303	id_type	ServiceFulfillmentId	macro-generated
entities/src/ids.rs	304	id_type	CustomerAcceptanceId	macro-generated
entities/src/ids.rs	305	id_type	CustomerAcceptanceLineId	macro-generated
entities/src/ids.rs	306	id_type	AcceptanceFulfillmentAllocationId	macro-generated
entities/src/ids.rs	309	id_type	StockMovementId	macro-generated
entities/src/ids.rs	310	id_type	StockBalanceId	macro-generated
entities/src/ids.rs	311	id_type	StockReservationId	macro-generated
entities/src/ids.rs	312	id_type	StockReservationEntryId	macro-generated
entities/src/ids.rs	313	id_type	StockAdjustmentId	macro-generated
entities/src/ids.rs	314	id_type	StockAdjustmentLineId	macro-generated
entities/src/ids.rs	317	id_type	ReceivableAccountId	macro-generated
entities/src/ids.rs	318	id_type	ReceivableEntryId	macro-generated
entities/src/ids.rs	319	id_type	ReceivableFundsReviewId	macro-generated
entities/src/ids.rs	320	id_type	ReceivableEntryOffsetId	macro-generated
entities/src/ids.rs	321	id_type	CustomerReceiptId	macro-generated
entities/src/ids.rs	322	id_type	ReceiptAllocationId	macro-generated
entities/src/ids.rs	323	id_type	InvoiceId	macro-generated
entities/src/ids.rs	324	id_type	SalesInvoiceAllocationId	macro-generated
entities/src/ids.rs	327	id_type	PayableAccountId	macro-generated
entities/src/ids.rs	328	id_type	PayableEntryId	macro-generated
entities/src/ids.rs	329	id_type	PayableEntryOffsetId	macro-generated
entities/src/ids.rs	330	id_type	SupplierPaymentId	macro-generated
entities/src/ids.rs	331	id_type	PaymentAllocationId	macro-generated
entities/src/ids.rs	332	id_type	PurchaseInvoiceAllocationId	macro-generated
entities/src/ids.rs	335	id_type	CostEntryId	macro-generated
entities/src/ids.rs	336	id_type	CostAllocationId	macro-generated
entities/src/ids.rs	339	id_type	SalesReturnCaseId	macro-generated
entities/src/ids.rs	340	id_type	SalesReturnLineId	macro-generated
entities/src/ids.rs	341	id_type	PurchaseReturnOrderId	macro-generated
entities/src/ids.rs	342	id_type	PurchaseReturnLineId	macro-generated
entities/src/ids.rs	343	id_type	CustomerRefundId	macro-generated
entities/src/ids.rs	344	id_type	SupplierRefundId	macro-generated
entities/src/ids.rs	345	id_type	ReceiptReversalId	macro-generated
entities/src/ids.rs	346	id_type	PaymentReversalId	macro-generated
entities/src/ids.rs	349	id_type	LegacyImportBatchId	macro-generated
entities/src/ids.rs	350	id_type	LegacyImportRowId	macro-generated
entities/src/ids.rs	351	id_type	LegacyImportConfirmationId	macro-generated
entities/src/ids.rs	354	id_type	SupplierOfferingId	macro-generated
entities/src/ids.rs	355	id_type	SupplierOfferingRevisionId	macro-generated
entities/src/ids.rs	356	id_type	SupplierOfferingAvailabilityId	macro-generated
entities/src/ids.rs	359	id_type	SupplierApiConnectionId	macro-generated
entities/src/ids.rs	360	id_type	SupplierApiCapabilityId	macro-generated
entities/src/ids.rs	363	id_type	SupplierFulfillmentOrderId	macro-generated
entities/src/ids.rs	364	id_type	SupplierFulfillmentItemId	macro-generated
entities/src/ids.rs	365	id_type	SupplierOrderActionId	macro-generated
entities/src/ids.rs	366	id_type	SupplierOrderActionLineId	macro-generated
entities/src/ids.rs	367	id_type	SupplierOrderStatusHistoryId	macro-generated
entities/src/ids.rs	368	id_type	SupplierRefundFactId	macro-generated
entities/src/ids.rs	369	id_type	SupplierRefundAllocationId	macro-generated
entities/src/ids.rs	372	id_type	SupplierSettlementStatementId	macro-generated
entities/src/ids.rs	373	id_type	SupplierSettlementItemId	macro-generated
entities/src/ids.rs	374	id_type	SupplierSettlementDifferenceId	macro-generated
entities/src/ids.rs	377	id_type	InboxMessageId	macro-generated
entities/src/ids.rs	378	id_type	IntegrationErrorTaskId	macro-generated
entities/src/ids.rs	379	id_type	ReconciliationDifferenceId	macro-generated
entities/src/ids.rs	380	id_type	ReconciliationDifferenceResolutionId	macro-generated
entities/src/ids.rs	388	fn	ids_serialize_as_transparent_strings	private
entities/src/ids.rs	401	fn	representative_ids_construct_display_compare	private
entities/src/ids.rs	424	fn	ids_deref_and_deserialize	private
entities/src/ids.rs	435	fn	erp_approval_integration_ids_are_transparent_and_type_isolated	private
entities/src/integration_ops/decision_policy.rs	22	enum	RequiredEvidenceKind	pub
entities/src/integration_ops/decision_policy.rs	37	enum	FundsImpact	pub
entities/src/integration_ops/decision_policy.rs	49	fn	as_str	pub
entities/src/integration_ops/decision_policy.rs	59	struct	TerminalEvidencePolicy	pub
entities/src/integration_ops/decision_policy.rs	80	fn	satisfied_by	pub
entities/src/integration_ops/decision_policy.rs	92	fn	error_terminal_policy	pub
entities/src/integration_ops/decision_policy.rs	113	fn	difference_terminal_policy	pub
entities/src/integration_ops/decision_policy.rs	137	struct	RegisteredReason	pub
entities/src/integration_ops/decision_policy.rs	152	struct	ReasonRegistry	pub
entities/src/integration_ops/decision_policy.rs	169	fn	find	pub
entities/src/integration_ops/decision_policy.rs	178	fn	reconciliation_reason_registry	pub
entities/src/integration_ops/decision_policy.rs	218	enum	DecidedAction	pub
entities/src/integration_ops/decision_policy.rs	244	fn	as_str	pub
entities/src/integration_ops/decision_policy.rs	261	struct	ActionBlocker	pub
entities/src/integration_ops/decision_policy.rs	272	struct	ErrorActionProjection	pub
entities/src/integration_ops/decision_policy.rs	292	fn	project_error_actions	pub
entities/src/integration_ops/decision_policy.rs	335	struct	DifferenceActionProjection	pub
entities/src/integration_ops/decision_policy.rs	353	fn	project_difference_actions	pub
entities/src/integration_ops/decision_policy.rs	390	enum	ProjectionSubject	pub
entities/src/integration_ops/decision_policy.rs	399	enum	ProjectionOutcome	pub
entities/src/integration_ops/decision_policy.rs	416	fn	next_actions_after_outcome	pub
entities/src/integration_ops/decision_policy.rs	444	fn	error_task	private
entities/src/integration_ops/decision_policy.rs	458	fn	difference	private
entities/src/integration_ops/decision_policy.rs	473	fn	error_policy_matrix_covers_message_and_business_tasks	private
entities/src/integration_ops/decision_policy.rs	489	fn	difference_policy_matrix_covers_financial_impact	private
entities/src/integration_ops/decision_policy.rs	510	fn	reason_registry_holds_three_registered_reasons	private
entities/src/integration_ops/decision_policy.rs	522	fn	error_projection_covers_terminal_no_task_and_evidence_states	private
entities/src/integration_ops/decision_policy.rs	558	fn	difference_projection_covers_task_and_direct_states	private
entities/src/integration_ops/decision_policy.rs	585	fn	next_actions_cover_replay_and_resolve_hints	private
entities/src/integration_ops/direct_conclusion.rs	12	enum	DirectConclusion	pub
entities/src/integration_ops/direct_conclusion.rs	25	fn	resolution_action	pub
entities/src/integration_ops/direct_conclusion.rs	36	fn	resulting_status	pub
entities/src/integration_ops/direct_conclusion.rs	46	fn	both_conclusions_map_to_typed_action_and_terminal_status	private
entities/src/integration_ops/error_classification.rs	11	fn	is_result_unknown	pub
entities/src/integration_ops/error_classification.rs	16	fn	normalized_result_unknown_class	pub
entities/src/integration_ops/error_classification.rs	29	fn	explicit_result_unknown_is_unknown	private
entities/src/integration_ops/error_classification.rs	34	fn	uppercase_timeout_and_outcome_unknown_are_unknown	private
entities/src/integration_ops/error_classification.rs	47	fn	ordinary_and_lowercase_codes_stay_definitive	private
entities/src/integration_ops/error_classification.rs	59	fn	normalization_only_replaces_class	private
entities/src/integration_ops/evidence_reference.rs	26	struct	EvidenceRecordRef	pub
entities/src/integration_ops/evidence_reference.rs	46	fn	new	pub
entities/src/integration_ops/evidence_reference.rs	66	fn	parse	pub
entities/src/integration_ops/evidence_reference.rs	87	fn	kind	pub
entities/src/integration_ops/evidence_reference.rs	101	fn	id	pub
entities/src/integration_ops/evidence_reference.rs	107	fn	fmt	private
entities/src/integration_ops/evidence_reference.rs	114	struct	CanonicalEvidenceReference	pub
entities/src/integration_ops/evidence_reference.rs	138	fn	verified	pub
entities/src/integration_ops/evidence_reference.rs	162	fn	parse_stored	pub
entities/src/integration_ops/evidence_reference.rs	211	fn	kind	pub
entities/src/integration_ops/evidence_reference.rs	225	fn	id	pub
entities/src/integration_ops/evidence_reference.rs	239	fn	version	pub
entities/src/integration_ops/evidence_reference.rs	253	fn	status	pub
entities/src/integration_ops/evidence_reference.rs	267	fn	into_wire	pub
entities/src/integration_ops/evidence_reference.rs	281	fn	encode	private
entities/src/integration_ops/evidence_reference.rs	294	fn	fmt	private
entities/src/integration_ops/evidence_reference.rs	304	struct	ReplayOriginalReference	pub
entities/src/integration_ops/evidence_reference.rs	326	fn	new	pub
entities/src/integration_ops/evidence_reference.rs	352	fn	parse	pub
entities/src/integration_ops/evidence_reference.rs	373	fn	inbox	pub
entities/src/integration_ops/evidence_reference.rs	387	fn	business_fact_key	pub
entities/src/integration_ops/evidence_reference.rs	401	fn	into_wire	pub
entities/src/integration_ops/evidence_reference.rs	419	fn	from_parts	private
entities/src/integration_ops/evidence_reference.rs	433	struct	EvidenceReferenceSet	pub
entities/src/integration_ops/evidence_reference.rs	451	fn	try_from_canonical	pub
entities/src/integration_ops/evidence_reference.rs	474	fn	as_str	pub
entities/src/integration_ops/evidence_reference.rs	488	fn	into_wire	pub
entities/src/integration_ops/evidence_reference.rs	495	struct	CompactEvidenceSet	pub
entities/src/integration_ops/evidence_reference.rs	513	fn	try_from_pairs	pub
entities/src/integration_ops/evidence_reference.rs	538	fn	as_str	pub
entities/src/integration_ops/evidence_reference.rs	552	fn	into_wire	pub
entities/src/integration_ops/evidence_reference.rs	559	struct	EvidenceSubjectBindings	pub
entities/src/integration_ops/evidence_reference.rs	582	fn	new	pub
entities/src/integration_ops/evidence_reference.rs	620	fn	associates_any	pub
entities/src/integration_ops/evidence_reference.rs	640	fn	referenced_id	pub
entities/src/integration_ops/evidence_reference.rs	660	fn	associates_id	private
entities/src/integration_ops/evidence_reference.rs	688	fn	normalize_optional_identity	private
entities/src/integration_ops/evidence_reference.rs	709	fn	encode_compact_member	private
entities/src/integration_ops/evidence_reference.rs	731	fn	encode_set	private
entities/src/integration_ops/evidence_reference.rs	766	fn	ensure_encoded_len	private
entities/src/integration_ops/evidence_reference.rs	787	fn	parse_kind	private
entities/src/integration_ops/evidence_reference.rs	804	fn	parse_status	private
entities/src/integration_ops/evidence_reference.rs	823	fn	parse_identifier	private
entities/src/integration_ops/evidence_reference.rs	854	fn	parse_id	private
entities/src/integration_ops/evidence_reference.rs	874	fn	parse_version_token	private
entities/src/integration_ops/evidence_reference.rs	902	fn	is_delimiter	private
entities/src/integration_ops/evidence_reference.rs	913	fn	bindings	private
entities/src/integration_ops/evidence_reference.rs	918	fn	record_ref_accepts_type_id_and_rejects_nested_or_empty	private
entities/src/integration_ops/evidence_reference.rs	931	fn	record_ref_rejects_delimiter_injection	private
entities/src/integration_ops/evidence_reference.rs	948	fn	stored_reference_parses_historical_scheme_and_canonical_forms	private
entities/src/integration_ops/evidence_reference.rs	977	fn	stored_reference_rejects_nested_identity_and_leading_zero_version	private
entities/src/integration_ops/evidence_reference.rs	987	fn	referenced_id_returns_identity_not_version_suffix	private
entities/src/integration_ops/evidence_reference.rs	999	fn	association_uses_exact_identity_and_ignores_false_substring_hits	private
entities/src/integration_ops/evidence_reference.rs	1015	fn	association_rejects_delimiter_injected_and_unparsed_token_splits	private
entities/src/integration_ops/evidence_reference.rs	1026	fn	terminal_set_sorts_dedups_and_enforces_512_boundary	private
entities/src/integration_ops/evidence_reference.rs	1054	fn	compact_set_sorts_dedups_empty_and_512_boundary	private
entities/src/integration_ops/evidence_reference.rs	1085	fn	identity_ref	private
entities/src/integration_ops/evidence_reference.rs	1090	fn	replay_original_preserves_pipe_bearing_fact_key_without_set_encoding	private
entities/src/integration_ops/inbox_message.rs	35	enum	MessageType	pub
entities/src/integration_ops/inbox_message.rs	57	fn	label	pub
entities/src/integration_ops/inbox_message.rs	73	fn	as_str	pub
entities/src/integration_ops/inbox_message.rs	92	enum	InboxMessageStatus	pub
entities/src/integration_ops/inbox_message.rs	113	fn	label	pub
entities/src/integration_ops/inbox_message.rs	128	fn	as_str	pub
entities/src/integration_ops/inbox_message.rs	142	struct	InboxMessageData	pub
entities/src/integration_ops/inbox_message.rs	170	struct	InboxMessageReceivedData	pub
entities/src/integration_ops/inbox_message.rs	191	struct	InboxMessageUpdate	pub
entities/src/integration_ops/inbox_message.rs	200	struct	InboxMessage	pub
entities/src/integration_ops/inbox_message.rs	240	fn	received	pub
entities/src/integration_ops/inbox_message.rs	274	fn	new	pub
entities/src/integration_ops/inbox_message.rs	331	fn	update	pub
entities/src/integration_ops/inbox_message.rs	358	fn	message_data	private
entities/src/integration_ops/inbox_message.rs	374	fn	new_trims_and_normalizes_all_text_fields	private
entities/src/integration_ops/inbox_message.rs	395	fn	new_rejects_empty_required_fields	private
entities/src/integration_ops/inbox_message.rs	416	fn	new_rejects_overlong_fields	private
entities/src/integration_ops/inbox_message.rs	437	fn	new_rejects_processed_without_completed_time	private
entities/src/integration_ops/inbox_message.rs	447	fn	update_applies_status_and_processed_at_only	private
entities/src/integration_ops/inbox_message.rs	476	fn	update_rejects_inconsistent_status_and_time	private
entities/src/integration_ops/inbox_message.rs	493	fn	enums_serialize_with_stable_codes_and_expose_labels	private
entities/src/integration_ops/inbox_message.rs	518	fn	received_factory_fixes_initial_state_and_time	private
entities/src/integration_ops/inbox_message.rs	543	fn	received_factory_rejects_invalid_envelope	private
entities/src/integration_ops/inbox_message.rs	571	fn	entity_roundtrip_through_bson	private
entities/src/integration_ops/integration_error_task.rs	34	enum	ErrorClass	pub
entities/src/integration_ops/integration_error_task.rs	58	fn	label	pub
entities/src/integration_ops/integration_error_task.rs	75	fn	as_str	pub
entities/src/integration_ops/integration_error_task.rs	95	fn	can_auto_retry	pub
entities/src/integration_ops/integration_error_task.rs	106	fn	allows_replay_after_no_result	pub
entities/src/integration_ops/integration_error_task.rs	114	enum	ErrorTaskStatus	pub
entities/src/integration_ops/integration_error_task.rs	133	fn	label	pub
entities/src/integration_ops/integration_error_task.rs	147	fn	as_str	pub
entities/src/integration_ops/integration_error_task.rs	166	fn	allowed_next	private
entities/src/integration_ops/integration_error_task.rs	184	enum	ResolutionType	pub
entities/src/integration_ops/integration_error_task.rs	202	fn	label	pub
entities/src/integration_ops/integration_error_task.rs	216	fn	as_str	pub
entities/src/integration_ops/integration_error_task.rs	236	fn	from_verified_evidence	pub
entities/src/integration_ops/integration_error_task.rs	249	struct	IntegrationErrorTaskData	pub
entities/src/integration_ops/integration_error_task.rs	264	struct	IntegrationErrorTaskUpdate	pub
entities/src/integration_ops/integration_error_task.rs	273	struct	IntegrationErrorTask	pub
entities/src/integration_ops/integration_error_task.rs	317	fn	new	pub
entities/src/integration_ops/integration_error_task.rs	355	fn	update	pub
entities/src/integration_ops/integration_error_task.rs	375	fn	record_attempt	pub
entities/src/integration_ops/integration_error_task.rs	407	fn	transition	pub
entities/src/integration_ops/integration_error_task.rs	432	fn	is_terminal	pub
entities/src/integration_ops/integration_error_task.rs	440	fn	prior_query_confirmed_no_result	pub
entities/src/integration_ops/integration_error_task.rs	451	fn	can_replay_original	pub
entities/src/integration_ops/integration_error_task.rs	464	fn	has_subject_version	pub
entities/src/integration_ops/integration_error_task.rs	475	fn	can_auto_retry	pub
entities/src/integration_ops/integration_error_task.rs	492	fn	apply_resolve	private
entities/src/integration_ops/integration_error_task.rs	530	fn	apply_close	private
entities/src/integration_ops/integration_error_task.rs	567	fn	task_data	private
entities/src/integration_ops/integration_error_task.rs	577	fn	task	private
entities/src/integration_ops/integration_error_task.rs	581	fn	task_with_class	private
entities/src/integration_ops/integration_error_task.rs	590	fn	new_normalizes_fields_and_starts_pending	private
entities/src/integration_ops/integration_error_task.rs	611	fn	new_rejects_missing_message_and_object	private
entities/src/integration_ops/integration_error_task.rs	621	fn	new_rejects_overlong_fields	private
entities/src/integration_ops/integration_error_task.rs	636	fn	update_applies_owner_fields_only	private
entities/src/integration_ops/integration_error_task.rs	656	fn	record_attempt_increments_and_updates_summary	private
entities/src/integration_ops/integration_error_task.rs	668	fn	record_attempt_rejected_when_terminal	private
entities/src/integration_ops/integration_error_task.rs	684	fn	status_machine_legal_edges_pass	private
entities/src/integration_ops/integration_error_task.rs	705	fn	status_machine_rejects_illegal_and_terminal_edges	private
entities/src/integration_ops/integration_error_task.rs	717	fn	status_machine_idempotent_transitions_pass	private
entities/src/integration_ops/integration_error_task.rs	730	fn	transition_to_manual_required_succeeds_without_resolution	private
entities/src/integration_ops/integration_error_task.rs	745	fn	transition_rejects_resolution_on_non_terminal_move	private
entities/src/integration_ops/integration_error_task.rs	758	fn	resolve_requires_reviewed_evidence_and_non_close_type	private
entities/src/integration_ops/integration_error_task.rs	806	fn	close_requires_evidence_and_accepts_controlled_result_unknown_evidence	private
entities/src/integration_ops/integration_error_task.rs	853	fn	terminal_status_blocks_further_transitions	private
entities/src/integration_ops/integration_error_task.rs	874	fn	auto_retry_policy_follows_error_class_and_status	private
entities/src/integration_ops/integration_error_task.rs	903	fn	replay_requires_server_confirmed_no_result_and_allowed_class	private
entities/src/integration_ops/integration_error_task.rs	917	fn	resolution_type_is_derived_from_verified_evidence	private
entities/src/integration_ops/integration_error_task.rs	933	fn	enums_serialize_with_stable_codes_and_expose_labels	private
entities/src/integration_ops/integration_error_task.rs	954	fn	entity_roundtrip_through_bson	private
entities/src/integration_ops/mod.rs	62	struct	IntegrationCommandIdentity	pub
entities/src/integration_ops/mod.rs	87	fn	new	pub
entities/src/integration_ops/mod.rs	115	fn	receipt_id	pub
entities/src/integration_ops/mod.rs	123	fn	fingerprint	pub
entities/src/integration_ops/mod.rs	131	fn	action	pub
entities/src/integration_ops/mod.rs	139	fn	resource_type	pub
